Time,region,wa_weight,wa_sum,pop_Sum,non_wa
2065,reg178,11396198.91,6959979.124,11621467.26,4661488.132
2070,reg178,12681909.89,7340308.75,12045015.73,4704706.984
2075,reg178,13807142.94,7597600.332,12376669.54,4779069.208
2080,reg178,14733181.89,7731137.91,12622094.99,4890957.077
2085,reg178,15575879.48,7831599.677,12796560.91,4964961.228
2090,reg178,16280153.99,7874732.667,12905469,5030736.337
2095,reg178,16775775.69,7830208.288,12950449.44,5120241.155
2100,reg178,17051082.43,7703139.042,12934567.24,5231428.198
1970,reg180,1314284.671,8658500,20009600,11351100
1975,reg180,1722766.176,9792400,22902700,13110300
1980,reg180,2499933.568,11155100,26356700,15201600
1985,reg180,3315260.373,12539000,29883200,17344200
1990,reg180,4868049.357,14424700,34614900,20190200
1995,reg180,6429226.334,17138900,41527800,24388900
2000,reg180,8956992.734,19314600,47099600,27785000
2005,reg180,13301009.01,22413400,54991600,32578200
2010,reg180,15946603.4,26393800,65069100,38675300
2015,reg180,22001469.71,30745900,76196100,45450200
2020,reg180,29767812.65,36697148,91331950,54634802
2025,reg180,38279022.76,43222139.22,107545142.9,64323003.66
2030,reg180,49352026.1,51225550.5,125550610.3,74325059.83
2035,reg180,63695731.63,61045665.76,144875028,83829362.28
2040,reg180,82488690.05,72693587.37,165357480.9,92663893.57
2045,reg180,105872395.5,86218832.33,186686543.3,100467711
2050,reg180,133318435.6,100877602.9,208416279.1,107538676.1
2055,reg180,164048714.8,116184996.8,230056601.6,113871604.9
2060,reg180,197842737.4,132091634.8,251273726.1,119182091.3
2065,reg180,234592783.1,148160980.2,271615048.4,123454068.3
2070,reg180,273104639.1,164039520.4,290858524.4,126819003.9
2075,reg180,311690430.4,178852713.6,308709725,129857011.4
2080,reg180,348997000.7,192020710.7,324729931.7,132709220.9
2085,reg180,383832430.9,203145889.9,338710747.7,135564857.8
2090,reg180,415364810.9,212079503.7,349973544.8,137894041.1
2095,reg180,443381707.3,218970926.5,358577962.6,139607036
2100,reg180,467227951.6,223744420.7,364554693.8,140810273.1
1970,reg188,563294.513,793900,1848700,1054800
1975,reg188,773879.2319,937000,2097000,1160000
1980,reg188,1059566.664,1128300,2389000,1260700
1985,reg188,1375005.954,1359400,2729800,1370400
1990,reg188,1728420.485,1584500,3095600,1511100
1995,reg188,2029932.612,1824000,3511100,1687100
2000,reg188,2470180.584,2113000,3925700,1812700
2005,reg188,3030433.966,2399100,4247600,1848500
2010,reg188,3624894.328,2677300,4544900,1867600
2015,reg188,4194945.901,2909500,4806400,1896900
2020,reg188,4577379.521,3139081,5105359,1966278
2025,reg188,4874104.88,3255991.632,5256653.383,2000661.751
2030,reg188,5126286.52,3335594.828,5409062.486,2073467.658
2035,reg188,5371054.782,3401362.671,5537748.097,2136385.425
2040,reg188,5656857.431,3444260.251,5639493.452,2195233.201
2045,reg188,5800056.546,3406155.863,5711681.696,2305525.833
2050,reg188,5855370.675,3319696.737,5751039.258,2431342.521
2055,reg188,5826171.022,3198432.141,5761899.449,2563467.308
2060,reg188,5762819.888,3076487.182,5749132.61,2672645.428
2065,reg188,5676537.064,2960386.324,5714679.209,2754292.885
2070,reg188,5570076.496,2849798.853,5659385.117,2809586.264
2075,reg188,5413772.909,2724925.95,5579785.636,2854859.686
2080,reg188,5219614.92,2589176.967,5476199.219,2887022.251
2085,reg188,5024417.456,2461257.119,5351749.721,2890492.602
2090,reg188,4888355.239,2370343.509,5214365.511,2844022.002
2095,reg188,4739030.661,2276100.931,5071479.545,2795378.613
2100,reg188,4574963.542,2178080.054,4927823.603,2749743.549
1970,reg191,3648440.114,2585000,4422700,1837700
1975,reg191,4106151.39,2655300,4500600,1845300
1980,reg191,4571985.865,2751400,4597700,1846300
1985,reg191,5034118.574,2911300,4716000,1804700
1990,reg191,5400567.55,2944300,4776200,1831900
1995,reg191,5325228.528,2816300,4616400,1800100
2000,reg191,5427639.312,2669700,4428500,1758800
2005,reg191,5735348.756,2651100,4378800,1727700
2010,reg191,5947240.036,2653100,4316000,1662900
2015,reg191,6023712.209,2566100,4235400,1669300
2020,reg191,5767704.784,2450788,4114639,1663851
2025,reg191,5447626.759,2293736.825,3980384.258,1686647.434
2030,reg191,5152481.306,2160958.82,3847936.088,1686977.267
2035,reg191,4908987.577,2052873.26,3722467.508,1669594.249
2040,reg191,4777565.243,1958815.588,3602983.652,1644168.064
2045,reg191,4613157.073,1858669.799,3491357.947,1632688.148
2050,reg191,4426125.883,1753651.937,3389208.296,1635556.358
2055,reg191,4271332.401,1667547.507,3296081.488,1628533.981
2060,reg191,4149562.838,1597223.723,3211836.36,1614612.637
2065,reg191,4037992.597,1533579.933,3134642.15,1601062.216
2070,reg191,3989126.328,1497027.842,3062043.075,1565015.233
2075,reg191,3912855.487,1451279.362,2991862.899,1540583.537
2080,reg191,3811264.07,1397807.828,2924184.554,1526376.726
2085,reg191,3707286.989,1345841.098,2859672.849,1513831.751
2090,reg191,3602748.819,1295487.427,2798441.609,1502954.182
2095,reg191,3497339.158,1246649.171,2738736.503,1492087.333
2100,reg191,3388644.577,1198514.307,2678771.553,1480257.246
1970,reg192,3206951.513,4104600,8714700,4610100
1975,reg192,4086641.838,4445400,9438300,4992900
1980,reg192,5326769.651,4784800,9835000,5050200
1985,reg192,6277094.703,5389100,10083000,4693900
1990,reg192,7858867.274,6100900,10581900,4481000
1995,reg192,8961233.522,6678900,10905300,4226400
2000,reg192,10125196.21,6854300,11124400,4270100
2005,reg192,10849477.83,7007800,11285300,4277500
2010,reg192,11998543.37,7198700,11331800,4133100
2015,reg192,12617856.07,7300900,11462100,4161200
2020,reg192,13759275.06,7092384,11309236,4216852
2025,reg192,13819239.4,7003331.749,11210607.14,4207275.394
2030,reg192,13270614.34,6613124.943,11143220.42,4530095.48
2035,reg192,12683591.51,6214605.385,11033623.65,4819018.269
2040,reg192,12347779.01,5833297.443,10885103.09,5051805.651
2045,reg192,12381536.8,5672572.336,10693633.37,5021061.029
2050,reg192,12362331.84,5515619.016,10466033.78,4950414.763
2055,reg192,11994105.11,5223631.706,10199306.59,4975674.883
2060,reg192,11649870.66,4969928.22,9909868.952,4939940.731
2065,reg192,11337931.25,4750624.19,9617713.9,4867089.709
2070,reg192,11036589.61,4552301.383,9347768.905,4795467.522
2075,reg192,10822479.24,4402251.833,9103367.579,4701115.746
2080,reg192,10477463.67,4206246.119,8880807.806,4674561.687
2085,reg192,10169300.73,4032560.597,8659254.787,4626694.19
2090,reg192,9879530.312,3874021.382,8439488.282,4565466.9
2095,reg192,9592445.097,3720865.916,8222747.976,4501882.06
2100,reg192,9311967.604,3576525.575,8021938.188,4445412.613
1970,reg196,363644.4211,303800,613400,309600
1975,reg196,500554.6753,346800,649700,302900
1980,reg196,660623.7265,389900,685400,295500
1985,reg196,768425.7452,401000,703100,302100
1990,reg196,924753.4968,438000,766500,328500
1995,reg196,1125275.029,496000,855100,359100
2000,reg196,1326564.274,558600,942600,384000
2005,reg196,1567827.439,637700,1031900,394200
2010,reg196,1766363.928,695600,1105900,410300
2015,reg196,1929251.041,737800,1161000,423200
2020,reg196,2152066.172,799789,1233778,433989
2025,reg196,2172948.123,814912.4507,1284658.379,469745.9287
2030,reg196,2152481.292,817720.9493,1315731.869,498010.9192
2035,reg196,2130901.368,822050.3057,1342544.855,520494.5494
2040,reg196,2158185.56,824432.7893,1368351.168,543918.3783
2045,reg196,2143030.057,810433.4822,1394781.959,584348.4768
2050,reg196,2075988.904,777156.5133,1421574.169,644417.6552
2055,reg196,1982376.143,735236.0413,1443388.159,708152.1174
2060,reg196,1928978.043,709994.846,1459234.607,749239.761
2065,reg196,1922382.028,703431.7437,1466260.49,762828.7464
2070,reg196,1930526.101,703126.4375,1465153.299,762026.8612
2075,reg196,1918051.505,695222.4886,1456388.621,761166.1327
2080,reg196,1872531.357,675613.4615,1439882.255,764268.7939
2085,reg196,1811329.193,650743.2575,1416995.493,766252.236
2090,reg196,1759898.75,629808.9616,1390677.254,760868.2928
2095,reg196,1712700.237,610765.8935,1363852.013,753086.1199
2100,reg196,1663757.869,591490.686,1336745.722,745255.0361
1970,reg203,10897449.23,5691900,9812900,4121000
1975,reg203,11733812.15,5816000,10060200,4244200
1980,reg203,12370535.37,5837400,10341500,4504100
1985,reg203,13011039.48,6006500,10320600,4314100
1990,reg203,13174577.64,5950500,10327100,4376600
1995,reg203,13751945.57,6156300,10338500,4182200
2000,reg203,14608585.56,6474300,10264800,3790500
2005,reg203,15194777.09,6641600,10233500,3591900
2010,reg203,15711252.28,6786800,10509200,3722400
2015,reg203,15804642.03,6634000,10601600,3967600
2020,reg203,15170451.16,6274941,10537911,4262970
2025,reg203,15116337.26,6282395.401,10850737.61,4568342.206
2030,reg203,14666764.76,6151302.031,10712532.27,4561230.237
2035,reg203,14252875.87,6017772.083,10556364.88,4538592.798
2040,reg203,13922473.08,5787465.329,10419178.02,4631712.691
2045,reg203,13328290.87,5459115.812,10318608.11,4859492.3
2050,reg203,12941366.62,5232357.126,10246023.96,5013666.834
2055,reg203,12587022.68,5025573.701,10176881.54,5151307.839
2060,reg203,12352147.17,4877187.309,10085367.15,5208179.839
2065,reg203,12474244.86,4880871.014,9951605.172,5070734.158
2070,reg203,12590447.82,4883116.017,9784973.685,4901857.667
2075,reg203,12438050.6,4779896.172,9615170.178,4835274.006
2080,reg203,12188432.16,4641341.505,9464674.594,4823333.089
2085,reg203,11851473.5,4473172.245,9339461.978,4866289.733
2090,reg203,11554279.49,4325254.372,9230342.052,4905087.68
2095,reg203,11350085.44,4218470.999,9128563.922,4910092.923
2100,reg203,11184523.54,4130567.334,9021376.061,4890808.727
1970,reg204,105169.085,1267400,2902800,1635400
1975,reg204,129118.2154,1372500,3253300,1880800
1980,reg204,162450.1341,1524500,3708400,2183900
1985,reg204,211834.9609,1735100,4273900,2538800
1990,reg204,270628.4172,2014600,4980300,2965700
1995,reg204,369708.233,2461400,5949000,3487600
2000,reg204,422097.7844,2861300,6891600,4030300
2005,reg204,654862.703,3442000,8086100,4644100
2010,reg204,1029971.35,4087600,9413700,5326100
2015,reg204,1179371.641,4549600,10576000,6026400
2020,reg204,1762669.414,5451952,12466819,7014867
2025,reg204,2425163.404,6338203.235,14282403.99,7944200.759
2030,reg204,3265212.542,7357817.185,16188294.18,8830476.99
2035,reg204,4307599.101,8512847.872,18149681.7,9636833.829
2040,reg204,5626867.792,9853574.162,20150888.94,10297314.78
2045,reg204,7157393.701,11280420.08,22150929.78,10870509.7
2050,reg204,8834988.794,12712373.07,24124727.54,11412354.47
2055,reg204,10616564.46,14140846.16,26018254.84,11877408.68
2060,reg204,12470623.97,15542542.1,27777818.85,12235276.76
2065,reg204,14374998.61,16894179.87,29437379.44,12543199.57
2070,reg204,16287777.73,18163527.13,30944001.99,12780474.86
2075,reg204,18132622.97,19276014.4,32301954.35,13025939.95
2080,reg204,19835154.39,20177160.73,33436745.02,13259584.28
2085,reg204,21349797.57,20856730.79,34368732.15,13512001.37
2090,reg204,22671207.99,21327717.61,35077346.65,13749629.04
2095,reg204,23808627.28,21630890.46,35614162.9,13983272.44
2100,reg204,24689900.05,21701602.53,36006835.54,14305233.01
1970,reg208,4783098.567,2803200,4930500,2127300
1975,reg208,5210537.902,2870000,5062000,2192000
1980,reg208,5618150.671,2921500,5124300,2202800
1985,reg208,6052124.841,3007500,5114100,2106600
1990,reg208,6491428.095,3095500,5141200,2045700
1995,reg208,6984666.258,3203500,5233000,2029500
2000,reg208,7438249.917,3279200,5338800,2059600
2005,reg208,7642054.469,3272900,5417500,2144600
2010,reg208,7789384.548,3275800,5550700,2274900
2015,reg208,8108084.142,3286100,5687700,2401600
2020,reg208,8310989.296,3360443,5810778,2450335
2025,reg208,8347015.732,3378392.045,5903411.203,2525019.158
2030,reg208,8238373.16,3341862.433,5965488.699,2623626.266
2035,reg208,8026981.572,3264634.853,6019887.67,2755252.817
2040,reg208,8030220.692,3217601.625,6066409.288,2848807.663
2045,reg208,8102307.21,3200468.677,6112504.593,2912035.916
2050,reg208,8292021.2,3227825.995,6170293.658,2942467.663
2055,reg208,8414117.732,3227718.509,6226603.484,2998884.975
2060,reg208,8422850.18,3187126.147,6284476.02,3097349.873
2065,reg208,8436232.259,3152862.051,6341727.942,3188865.891
2070,reg208,8506020.877,3147824.313,6401049.95,3253225.637
2075,reg208,8550822.002,3134623.16,6461127.681,3326504.521
2080,reg208,8637404.812,3140281.676,6516050.64,3375768.965
2085,reg208,8700373.763,3140649.107,6555931.389,3415282.282
2090,reg208,8749025.116,3137434.941,6577227.741,3439792.8
2095,reg208,8743465.805,3116244.25,6586449.179,3470204.929
2100,reg208,8711488.867,3087749.766,6591493.522,3503743.756
1970,reg214,569388.5941,1747500,4503200,2755700
1975,reg214,803367.932,2074600,5150000,3075400
1980,reg214,1145248.536,2471800,5809500,3337700
1985,reg214,1673723.098,2899700,6488400,3588700
1990,reg214,2336960.89,3338700,7182800,3844100
1995,reg214,2987086.244,3783100,7892200,4109100
2000,reg214,4326569.842,4227600,8562200,4334600
2005,reg214,5371085.052,4703700,9237200,4533500
2010,reg214,6173587.771,5206800,9898400,4691600
2015,reg214,7588666.115,5699600,10528600,4829000
2020,reg214,8988511.592,6170069,10939347,4769278
2025,reg214,10191408.73,6588134.081,11536840.42,4948706.337
2030,reg214,11311949.78,6935793.3,12067637.84,5131844.543
2035,reg214,12441214.55,7283069.805,12519167.29,5236097.483
2040,reg214,13740686.25,7576136.032,12880615.08,5304479.05
2045,reg214,14893269.37,7786067.735,13146135.68,5360067.94
2050,reg214,15837173.83,7901764.435,13344916.74,5443152.304
2055,reg214,16556769.98,7929635.371,13484754.04,5555118.67
2060,reg214,17015128.16,7853675.382,13570569.68,5716894.3
2065,reg214,17274153.11,7730180.916,13605331.26,5875150.339
2070,reg214,17393509.21,7581595.257,13592161.29,6010566.032
2075,reg214,17406167.39,7417459.023,13539074.19,6121615.164
2080,reg214,17244215.69,7203274.931,13448389.56,6245114.631
2085,reg214,16978956.88,6968088.882,13331647.41,6363558.527
2090,reg214,16652358.09,6727094.446,13193405.08,6466310.634
2095,reg214,16303706.22,6494506.821,13039717.28,6545210.458
2100,reg214,15941256.73,6269605.833,12870055.12,6600449.282
1970,reg218,1120943.988,2477000,6072600,3595600
1975,reg218,1570519.796,2921300,6987300,4066000
1980,reg218,2255612.937,3443500,7976100,4532600
1985,reg218,3178817.42,4060800,9046200,4985400
1990,reg218,4389969.249,4776700,10217600,5440900
1995,reg218,5749659.875,5559300,11439700,5880400
2000,reg218,7078751.908,6328100,12629100,6301000
2005,reg218,8456057.595,7093200,13734800,6641600
2010,reg218,10007226.54,7977000,14934400,6957400
2015,reg218,11938173.37,8879900,16147400,7267500
2020,reg218,14081404.53,9940850,17487163,7546313
2025,reg218,15607407.42,10722694.79,18413714.08,7691019.298
2030,reg218,17039201.41,11441573.95,19312023.78,7870449.827
2035,reg218,18358963.39,12059426.28,20080173.72,8020747.443
2040,reg218,19716363.94,12484854.06,20701758.29,8216904.239
2045,reg218,20914793.42,12784598.98,21206405.97,8421806.986
2050,reg218,21792803.62,12882794.1,21603461.57,8720667.473
2055,reg218,22286557.01,12785701.67,21892059.64,9106357.97
2060,reg218,22430850.82,12530076.7,22071310.15,9541233.453
2065,reg218,22348194.26,12194815.58,22148370,9953554.43
2070,reg218,22146323.52,11843218.63,22127973.29,10284754.66
2075,reg218,21791049.11,11448274.55,22007436.67,10559162.13
2080,reg218,21280269.79,11006153.52,21799428.58,10793275.07
2085,reg218,20793373.15,10605393.43,21515571.23,10910177.8
2090,reg218,20217825.95,10180309.18,21174354.47,10994045.3
2095,reg218,19642958.36,9772365.442,20791753.3,11019387.86
2100,reg218,19099004.23,9393626.441,20392915.92,10999289.48
1970,reg222,417661.0892,1488900,3669100,2180200
1975,reg222,572853.3653,1711500,4147300,2435800
1980,reg222,764833.2862,1926000,4580300,2654300
1985,reg222,985154.2188,2126600,4924500,2797900
1990,reg222,1299449.465,2362300,5254800,2892500
1995,reg222,1615369.243,2634800,5608000,2973200
2000,reg222,1987150.07,2816300,5864800,3048500
2005,reg222,2365120.369,2941000,6025500,3084500
2010,reg222,2878356.28,3104200,6164600,3060400
2015,reg222,3533248.062,3352500,6312900,2960400
2020,reg222,3735344.683,3505688,6280922,2775234
2025,reg222,4246460.264,3710940.293,6372924.242,2661983.949
2030,reg222,4651522.163,3823237.947,6451943.099,2628705.152
2035,reg222,5006827.198,3894905.438,6486691.855,2591786.417
2040,reg222,5347717.863,3905942.711,6481061.524,2575118.813
2045,reg222,5636671.572,3878368.966,6442290.542,2563921.576
2050,reg222,5872835.023,3825849.48,6372454.53,2546605.049
2055,reg222,6009272.226,3719605.069,6275700.818,2556095.75
2060,reg222,5988812.387,3521447.028,6154360.67,2632913.642
2065,reg222,5886083.821,3291429.339,6027299.205,2735869.866
2070,reg222,5817627.337,3110850.44,5894681.776,2783831.336
2075,reg222,5779762.004,2971580.057,5757726.116,2786146.059
2080,reg222,5716372.875,2834795.282,5616187.912,2781392.63
2085,reg222,5663257.576,2720152.88,5473634.074,2753481.195
2090,reg222,5607132.812,2615648.745,5333989.016,2718340.272
2095,reg222,5558889.579,2524649.498,5203898.812,2679249.314
2100,reg222,5519694.36,2446126.05,5092685.296,2646559.246
1970,reg226,23986.41914,136200,297800,161600
1975,reg226,18647.48212,91900,231500,139600
1980,reg226,20653.13302,80600,224000,143400
1985,reg226,51528.68554,150400,351000,200600
1990,reg226,76003.67566,185000,417600,232600
1995,reg226,95817.92881,211900,474600,262700
