Time,region,wa_weight,wa_sum,pop_Sum,non_wa
1970,reg440,3422538.266,1731500,3137500,1406000
1975,reg440,3996053.849,1811000,3299600,1488600
1980,reg440,4615555.077,1949300,3431100,1481800
1985,reg440,5264068.377,2105400,3562400,1457000
1990,reg440,5773191.887,2184700,3696300,1511600
1995,reg440,5896671.314,2138700,3627500,1488800
2000,reg440,5800120.715,2052700,3505100,1452400
2005,reg440,5576138.742,1985200,3339800,1354600
2010,reg440,5218483.181,1888900,3122200,1233300
2015,reg440,4956868.285,1787100,2931800,1144700
2020,reg440,4707571.708,1702148,2835900,1133752
2025,reg440,4222352.727,1580659.219,2725194.187,1144534.968
2030,reg440,3689462.618,1431372.161,2584325.83,1152953.669
2035,reg440,3308345.207,1328938.753,2453841.604,1124902.852
2040,reg440,3107366.94,1246540.999,2334043.962,1087502.964
2045,reg440,2942633.156,1167383.17,2227564.397,1060181.227
2050,reg440,2784740.421,1096406.437,2131069.67,1034663.233
2055,reg440,2604758.569,1018287.727,2038520.152,1020232.426
2060,reg440,2443702.887,948397.0889,1950332.642,1001935.553
2065,reg440,2355115.381,910134.8486,1872387.105,962252.2563
2070,reg440,2311014.935,890606.2268,1805471.527,914865.3003
2075,reg440,2254911.896,866795.9292,1748408.094,881612.1647
2080,reg440,2167003.837,830907.1808,1699926.159,869018.9779
2085,reg440,2071190.878,792351.7101,1657610.833,865259.1224
2090,reg440,2010302.377,767870.0749,1620327.847,852457.7721
2095,reg440,1953120.659,745139.0024,1588220.038,843081.036
2100,reg440,1902550.248,725436.6268,1560927.235,835490.6087
1970,reg442,301281.7513,197100,339600,142500
1975,reg442,341282.5704,206900,353800,146900
1980,reg442,382789.2244,218000,363600,145600
1985,reg442,415988.4811,229100,366800,137700
1990,reg442,464853.6309,242100,381300,139200
1995,reg442,498707.2183,254000,408400,154400
2000,reg442,555490.106,267800,435700,167900
2005,reg442,613807.1992,279600,457200,177600
2010,reg442,720153.735,317100,508300,191200
2015,reg442,850866.7731,360500,566400,205900
2020,reg442,947727.6142,401895,626079,224184
2025,reg442,969571.3457,410363.4011,655270.9067,244907.5056
2030,reg442,964936.3713,408982.651,676870.6085,267887.9575
2035,reg442,956171.901,406754.0167,697154.6436,290400.6269
2040,reg442,969588.5749,406007.0442,716790.7161,310783.6719
2045,reg442,974646.1765,402825.9355,736667.6985,333841.763
2050,reg442,970190.5212,396698.5042,757629.498,360930.9939
2055,reg442,960874.1335,389141.7514,776256.8183,387115.0669
2060,reg442,951753.3437,382824.7976,792225.247,409400.4494
2065,reg442,956518.8241,382710.0135,803829.347,421119.3336
2070,reg442,969798.0632,386743.843,811703.508,424959.665
2075,reg442,973430.4433,386745.2639,816367.2292,429621.9652
2080,reg442,963813.7462,381565.0295,818217.3222,436652.2927
2085,reg442,947694.4805,374095.8349,817146.7426,443050.9077
2090,reg442,931726.5279,366881.2681,812973.6032,446092.3351
2095,reg442,913030.7252,358822.4803,805935.5787,447113.0984
2100,reg442,892155.3259,350175.8738,796450.2274,446274.3536
1970,reg446,39130.55935,103200,248000,144800
1975,reg446,63383.26366,119500,240900,121400
1980,reg446,104870.4661,137200,241700,104500
1985,reg446,152772.9479,173700,288900,115200
1990,reg446,231015.6342,220100,356600,136500
1995,reg446,284358.6751,242100,394000,151900
2000,reg446,353126.9129,267400,430900,163500
2005,reg446,479190.1443,315700,468500,152800
2010,reg446,667990.2576,389200,534700,145500
2015,reg446,866615.5952,443300,601100,157800
2020,reg446,952018.4243,469522,670019,200497
2025,reg446,995276.4734,464914.5479,698798.152,233883.6042
2030,reg446,1003009.211,449167.7412,723437.2288,274269.4876
2035,reg446,1016155.047,445227.1899,743976.1098,298748.9199
2040,reg446,1064549.154,451422.6962,761979.5688,310556.8726
2045,reg446,1077045.159,442947.564,778532.6064,335585.0424
2050,reg446,1060284.115,425455.0539,794274.9932,368819.9393
2055,reg446,1015298.809,398094.155,805383.0194,407288.8644
2060,reg446,984910.4652,378370.3233,812283.8933,433913.57
2065,reg446,976792.3118,368812.4595,813650.5944,444838.1349
2070,reg446,992259.3773,369513.6151,810988.5631,441474.948
2075,reg446,998888.3414,366998.266,804264.8382,437266.5722
2080,reg446,978614.1772,354967.1582,792406.186,437439.0278
2085,reg446,936634.2957,335891.9185,774666.4649,438774.5464
2090,reg446,908061.7068,322507.9321,752090.32,429582.3879
2095,reg446,876335.3727,308620.5276,726985.1823,418364.6547
2100,reg446,839404.007,293445.1834,700864.9354,407419.752
1970,reg450,340562.3826,2686700,6575600,3888900
1975,reg450,448003.363,3029000,7555700,4526700
1980,reg450,601015.6977,3489100,8716600,5227500
1985,reg450,815908.6936,4059900,10064700,6004800
1990,reg450,1136944.587,4723200,11619400,6896200
1995,reg450,1468737.36,5554800,13508000,7953200
2000,reg450,1936199.472,6562700,15699200,9136500
2005,reg450,2693145.328,7627100,18292400,10665300
2010,reg450,3218416.483,9025700,21134900,12109200
2015,reg450,4047978.503,10752500,24234700,13482200
2020,reg450,5552005.895,12881504,27879131,14997627
2025,reg450,7333656.919,14957018.01,31356934.69,16399916.68
2030,reg450,9628005.566,17315254.48,34976901.52,17661647.04
2035,reg450,12433622.12,19768941.83,38583827.18,18814885.35
2040,reg450,15909802.74,22329483.46,42116032.85,19786549.4
2045,reg450,20034196.35,24969991.8,45578977.24,20608985.44
2050,reg450,24727719.71,27643929.99,48910576.31,21266646.32
2055,reg450,29761824.3,30168215.25,52025027.82,21856812.58
2060,reg450,34914120.77,32384729.11,54916649.19,22531920.08
2065,reg450,40110896.49,34303058.07,57503787.85,23200729.78
2070,reg450,45263207.85,35964621.62,59753767.76,23789146.14
2075,reg450,50062607.19,37183755.45,61632306.7,24448551.25
2080,reg450,54485522.46,38064537.69,63165608.92,25101071.22
2085,reg450,58258066.67,38479009.55,64395720.22,25916710.67
2090,reg450,61283767.53,38463605.43,65329560.33,26865954.9
2095,reg450,63486857.7,38042931.07,65986179.58,27943248.52
2100,reg450,65006313.14,37339155.44,66361900.48,29022745.04
1970,reg454,278239.9729,1925700,4603600,2677900
1975,reg454,347648.2686,2164500,5292800,3128300
1980,reg454,443570.2571,2469100,6163300,3694200
1985,reg454,563358.4553,2840700,7209400,4368700
1990,reg454,886178.5551,3850500,9411100,5560600
1995,reg454,1071921.948,3905800,9834700,5928900
2000,reg454,1573760.819,4402700,11272100,6869400
2005,reg454,2089518.211,4960100,12890200,7930100
2010,reg454,2729367.954,5810600,14956400,9145800
2015,reg454,3854724.544,7214900,17572100,10357200
2020,reg454,5110228.109,7964683,19120882,11156199
2025,reg454,6961142.899,9590753.615,21722334.08,12131580.46
2030,reg454,9367058.873,11528526.22,24535517.03,13006990.81
2035,reg454,12130605.59,13524105.27,27500124.83,13976019.56
2040,reg454,15212013.5,15484394.36,30483963.44,14999569.09
2045,reg454,18671722.25,17487665.22,33426740.93,15939075.71
2050,reg454,22488688.62,19495396.83,36265301.52,16769904.69
2055,reg454,26730420.25,21600245.55,38972988.44,17372742.89
2060,reg454,31132337.88,23642741.2,41515266.26,17872525.06
2065,reg454,35541089.77,25511832.19,43800752.58,18288920.39
2070,reg454,39757219.22,27096285.58,45813481.67,18717196.09
2075,reg454,43690075.39,28386302.73,47486101.67,19099798.94
2080,reg454,47457288.68,29525517.21,48830913.27,19305396.06
2085,reg454,50917036.97,30454449.34,49830744.68,19376295.34
2090,reg454,53839412.1,31043090.77,50571398.74,19528307.96
2095,reg454,56091106.93,31258390.1,51098616.22,19840226.12
2100,reg454,57639173.17,31116250.19,51426883.91,20310633.72
1970,reg458,1543935.04,4470200,10804400,6334200
1975,reg458,2486658.857,5283100,12198400,6915300
1980,reg458,3675133.01,6283900,13887300,7603400
1985,reg458,5765367.833,7447000,15697800,8250800
1990,reg458,8546855.917,8967900,18137000,9169100
1995,reg458,11322849.48,10517800,20621600,10103800
2000,reg458,15630188.39,12402200,23354400,10952200
2005,reg458,20590175.85,14146700,25660000,11513300
2010,reg458,26382066.38,16059100,28112700,12053600
2015,reg458,32989240.77,18355900,30725000,12369100
2020,reg458,39831901.15,20260599,33003638,12743039
2025,reg458,44145563.47,21720652.39,34723694.96,13003042.57
2030,reg458,47694923.21,22885315.45,36316547.69,13431232.24
2035,reg458,50727595.83,23880928.69,37751399.41,13870470.72
2040,reg458,54735753.26,24777037.71,39005421.37,14228383.66
2045,reg458,57542595.53,25155506.85,40092042.81,14936535.96
2050,reg458,59147983.8,25039666.25,41011065.78,15971399.54
2055,reg458,59947519.28,24609557.45,41761290.15,17151732.7
2060,reg458,60330038.46,24098856.25,42331581.18,18232724.93
2065,reg458,60625220.18,23607885.89,42682116.95,19074231.06
2070,reg458,60664629.64,23082651,42816843.27,19734192.27
2075,reg458,60475361.56,22534171.95,42725022.38,20190850.43
2080,reg458,59783772.82,21857539.15,42421124.41,20563585.25
2085,reg458,58611680.71,21058048.31,41931208.28,20873159.97
2090,reg458,57735891.73,20435729,41311853.26,20876124.26
2095,reg458,56640676.99,19785333.43,40612899.68,20827566.26
2100,reg458,55300699.89,19104071.08,39857010.27,20752939.19
1970,reg462,10551.06431,49900,115200,65300
1975,reg462,11858.38757,56700,135800,79100
1980,reg462,15557.61211,65000,157900,92900
1985,reg462,19919.94936,76600,189200,112600
1990,reg462,27558.8656,87900,222800,134900
1995,reg462,38204.42785,102000,253600,151600
2000,reg462,56744.03922,120100,280100,160000
2005,reg462,88612.84445,147900,303000,155100
2010,reg462,155621.1119,214600,363900,149300
2015,reg462,245801.709,271600,417600,146000
2020,reg462,397697.8092,346034,510890,164856
2025,reg462,449311.4898,368793.262,548145.3745,179352.1125
2030,reg462,501887.6214,390862.6562,580724.6797,189862.0235
2035,reg462,557077.6993,413977.7515,609891.2831,195913.5316
2040,reg462,612532.7632,431531.828,638082.3324,206550.5044
2045,reg462,652152.3973,437572.1708,665851.354,228279.1832
2050,reg462,660538.7865,423415.5566,691436.7529,268021.1962
2055,reg462,641784.3989,392942.5295,712635.6502,319693.1207
2060,reg462,627703.0865,368829.305,728511.124,359681.8191
2065,reg462,632591.0872,359805.1889,737724.7206,377919.5316
2070,reg462,649971.6081,359867.7542,741180.1954,381312.4412
2075,reg462,654781.7604,353318.3196,738564.4988,385246.1793
2080,reg462,642932.3486,338253.6265,729632.4688,391378.8424
2085,reg462,623467.8159,320431.5967,714655.4303,394223.8336
2090,reg462,605783.4829,304582.5524,695500.9769,390918.4245
2095,reg462,591830.1147,291828.3908,675041.6063,383213.2155
2100,reg462,578674.7404,280107.1307,655801.4616,375694.3309
1970,reg466,179258.2739,2671400,5948100,3276700
1975,reg466,203882.1252,2855000,6481800,3626800
1980,reg466,246463.0624,3019300,7090100,4070800
1985,reg466,297730.8519,3208300,7832000,4623700
1990,reg466,350173.7103,3283900,8475400,5191500
1995,reg466,359595.009,3729600,9630600,5901000
2000,reg466,326365.5453,4326800,11016600,6689800
2005,reg466,503625.5076,5126800,12874300,7747500
2010,reg466,712286.481,6015900,15182300,9166400
2015,reg466,930438.4187,6814800,17469700,10654900
2020,reg466,1291479.135,8120846,20886781,12765935
2025,reg466,1763960.501,9763657.512,24361074.13,14597416.62
2030,reg466,2403389.937,11805391.44,28185190.18,16379798.75
2035,reg466,3189835.642,14147730.58,32226754.58,18079024
2040,reg466,4112178.01,16732087.63,36353450.72,19621363.09
2045,reg466,5135419.513,19484144.77,40468642.84,20984498.07
2050,reg466,6246147.924,22416684.21,44479261.9,22062577.69
2055,reg466,7390897.344,25483454.05,48364591.28,22881137.23
2060,reg466,8518605.747,28555099.19,52031900.25,23476801.07
2065,reg466,9585535.768,31509849.53,55501302.79,23991453.26
2070,reg466,10531465.13,34164879.58,58717449.93,24552570.35
2075,reg466,11344846.39,36513618.21,61589284.6,25075666.39
2080,reg466,12003649.89,38517515.82,64148419.22,25630903.4
2085,reg466,12511353.04,40177670.78,66233717.64,26056046.86
2090,reg466,12861091.92,41485067.03,67880588.35,26395521.32
2095,reg466,13026974.01,42347552.4,69079082.21,26731529.8
2100,reg466,13049778.91,42850180.5,69973562.85,27123382.36
1970,reg470,125608.919,154800,304100,149300
1975,reg470,150047.9686,167600,310300,142700
1980,reg470,185945.9317,183500,321700,138200
1985,reg470,222449.498,201200,341100,139900
1990,reg470,253829.5896,209200,355900,146700
1995,reg470,269330.6123,219400,371600,152200
2000,reg470,325582.3554,233500,385200,151700
2005,reg470,363619.794,241000,397500,156500
2010,reg470,413831.2176,251600,408200,156600
2015,reg470,481244.6139,263400,427700,164300
2020,reg470,615416.1639,324285,509595,185310
2025,reg470,626447.5972,317166.1884,517398.5549,200232.3665
2030,reg470,627120.7668,309700.9531,521189.8738,211488.9206
2035,reg470,632174.4661,307271.0084,521220.9691,213949.9607
2040,reg470,644276.5208,302970.5277,518691.612,215721.0842
2045,reg470,641013.2065,291272.5316,515886.2964,224613.7648
2050,reg470,625347.1342,274815.1282,514812.7476,239997.6194
2055,reg470,590514.6546,252367.7452,513659.859,261292.1138
2060,reg470,551572.8631,229857.9029,511561.527,281703.6241
2065,reg470,535355.4745,218883.5181,506879.6984,287996.1803
2070,reg470,539216.2342,217425.0684,499119.9743,281694.9059
2075,reg470,538611.8591,214449.5581,488246.749,273797.1909
2080,reg470,528559.8352,208036.9422,474788.4911,266751.5489
2085,reg470,510757.2211,198942.5975,459431.3742,260488.7767
2090,reg470,494192.278,190639.4762,443200.9128,252561.4366
2095,reg470,476575.2623,182178.9249,427237.6939,245058.769
2100,reg470,461153.2705,174809.8896,412363.6663,237553.7767
1970,reg474,93757.15206,139700,325100,185400
1975,reg474,106869.2824,134800,327300,192500
1980,reg474,151507.8067,158400,325100,166700
1985,reg474,197802.7254,178000,339400,161400
1990,reg474,254769.0289,200300,358400,158100
1995,reg474,288432.8083,209300,368100,158800
2000,reg474,345460.092,226800,386800,160000
2005,reg474,374008.4449,227300,396700,169400
2010,reg474,402085.3168,230300,395200,164900
2015,reg474,432648.3081,222700,386200,163500
2020,reg474,410199.099,206193,370951,164758
2025,reg474,404690.1991,198069.3994,366309.786,168240.3865
2030,reg474,391066.5803,185872.3142,363268.8548,177396.5406
2035,reg474,371953.891,173221.291,360439.2763,187217.9852
2040,reg474,361074.37,163919.0539,356306.484,192387.4301
2045,reg474,361054.1938,160729.9712,349862.2994,189132.3282
2050,reg474,369615.9722,161861.4984,341446.6011,179585.1027
2055,reg474,382063.0305,164449.4918,332508.2079,168058.7161
2060,reg474,391282.6718,165363.7491,324559.7694,159196.0203
2065,reg474,390560.6642,161893.5368,318909.7438,157016.207
2070,reg474,385465.9426,156715.5989,315563.991,158848.3921
2075,reg474,381817.0977,152449.1416,313850.2816,161401.14
2080,reg474,382904.4597,150410.8277,313217.0493,162806.2215
2085,reg474,387269.6842,149922.6747,313116.4514,163193.7767
2090,reg474,393044.7378,150103.0903,313153.6746,163050.5843
2095,reg474,394535.989,148696.2037,313049.8875,164353.6838
2100,reg474,392137.4287,145970.8568,312636.4287,166665.5719
2015,reg478,,1939400,4182500,2243100
2020,reg478,,1928203,4440933,2512730
2025,reg478,,2265709.915,5009067.86,2743357.945
2030,reg478,,2677911.745,5617851.298,2939939.553
2035,reg478,,3122778.455,6240365.232,3117586.777
2040,reg478,,3563706.111,6859260.056,3295553.945
2045,reg478,,4007118.399,7463399.054,3456280.656
2050,reg478,,4450208.687,8035659.815,3585451.129
2055,reg478,,4879301.004,8570757.8,3691456.795
2060,reg478,,5278138.873,9063212.008,3785073.135
2065,reg478,,5636900.988,9510864.782,3873963.794
2070,reg478,,5931717.422,9909952.182,3978234.76
2075,reg478,,6144545.039,10242136.08,4097591.041
2080,reg478,,6297904.774,10500675.36,4202770.589
2085,reg478,,6412293.726,10705835.29,4293541.559
2090,reg478,,6480148.381,10863396.12,4383247.741
2095,reg478,,6479696.284,10976732.33,4497036.05
2100,reg478,,6410963.307,11047152.49,4636189.186
1970,reg48,24332.3833,89300,212700,123400
1975,reg48,46807.77589,122200,266400,144200
1980,reg48,95153.37418,193100,360700,167600
1985,reg48,144638.294,237200,418900,181700
1990,reg48,217286.6545,285400,495500,210100
1995,reg48,292903.0021,337700,563100,225400
2000,reg48,394217.0117,396600,661600,265000
2005,reg48,644197.102,554800,863300,308500
2010,reg48,1153692.609,913100,1264600,351500
2015,reg48,1415299.608,979900,1372000,392100
2020,reg48,1716150.01,1067199,1494033,426834
2025,reg48,1926210.05,1143424.776,1624119.255,480694.4796
2030,reg48,2142085.98,1218503.769,1744214.452,525710.6835
2035,reg48,2356615.687,1287200.471,1856029.129,568828.6581
2040,reg48,2564435.252,1335265.596,1962226.437,626960.8413
2045,reg48,2722405.989,1338869.657,2060998.814,722129.1578
2050,reg48,2784485.674,1292860.29,2148980.759,856120.4687
2055,reg48,2779476.777,1219499.388,2220669.598,1001170.21
2060,reg48,2788258.38,1185533.632,2274202.892,1088669.26
2065,reg48,2872143.34,1190958.992,2302458.112,1111499.12
2070,reg48,2958012.012,1201271.908,2306890.755,1105618.847
2075,reg48,2974631.847,1186126.371,2290429.524,1104303.153
2080,reg48,2929214.412,1148887.103,2257668.131,1108781.028
2085,reg48,2855678.445,1103369.926,2215612.286,1112242.36
2090,reg48,2790002.581,1062974.126,2170598.287,1107624.161
2095,reg48,2722809.611,1023990.329,2124602.782,1100612.453
2100,reg48,2641530.848,981793.5264,2074008.589,1092215.063
1970,reg480,107773.4762,351300,825900,474600
1975,reg480,154758.4321,409900,891600,481700
1980,reg480,222746.6798,477100,965900,488800
1985,reg480,293043.9911,531600,1016100,484500
1990,reg480,374885.7395,588400,1055500,467100
1995,reg480,459535.8683,654600,1128100,473500
2000,reg480,549640.2684,704900,1185200,480300
2005,reg480,654472.9428,743500,1222100,478600
2010,reg480,781663.22,773600,1247200,473600
2015,reg480,891952.6866,796000,1259800,463800
2020,reg480,982844.2269,827739,1296960,469221
2025,reg480,1068024.427,825936.129,1298579.109,472642.98
2030,reg480,1128658.298,806971.2875,1298513.435,491542.1475
2035,reg480,1167978.249,781273.5119,1292123.709,510850.1974
2040,reg480,1209768.158,757520.1085,1277817.469,520297.3606
2045,reg480,1231917.057,723008.0742,1256061.408,533053.3343
2050,reg480,1247960.034,692218.3178,1228823.703,536605.3849
2055,reg480,1255078.59,665962.7313,1199346.485,533383.7541
2060,reg480,1227953.029,627682.0492,1169785.036,542102.9863
2065,reg480,1197364.141,592983.5658,1140726.893,547743.3275
2070,reg480,1155798.216,556222.1131,1110987.737,554765.6241
2075,reg480,1121764.403,526556.8296,1080027.468,553470.6383
2080,reg480,1100245.043,505291.5668,1048137.414,542845.8471
2085,reg480,1083236.849,487540.0193,1016077.588,528537.5684
2090,reg480,1061993.812,468751.8059,984347.4759,515595.6699
2095,reg480,1035114.22,448421.2882,953583.5841,505162.2958
2100,reg480,1005283.665,427857.9392,924383.5906,496525.6514
1970,reg484,8848433.237,20247000,52029500,31782500
1975,reg484,12624988.46,23757100,60871200,37114100
1980,reg484,18296164.76,27805500,69342100,41536600
1985,reg484,26209586.05,32508000,77338500,44830500
1990,reg484,36541919.12,38170300,85579300,47409000
1995,reg484,49643661.32,45333400,94311500,48978100
2000,reg484,61672037.34,51765700,102387300,50621600
2005,reg484,73209212.22,57480700,109194200,51713500
2010,reg484,87255081.66,64598500,118026400,53427900
2015,reg484,103795820.5,71388900,125896500,54507600
2020,reg484,117164412.6,72635890,125610461,52974571
2025,reg484,128272170.5,76949609.78,130410523.3,53460913.49
2030,reg484,138663992.3,80871366.54,135618561.8,54747195.28
2035,reg484,147650726,83893567.54,140225449.2,56331881.69
2040,reg484,156920554.5,85532626.33,144099753.7,58567127.36
2045,reg484,165062496.8,86537998.68,147156737.5,60618738.85
2050,reg484,171829876.5,87013622.75,149417906.8,62404284.07
2055,reg484,176919956.4,86822624.54,151052045.4,64229420.87
2060,reg484,180033836.3,85834958.8,152074945.4,66239986.56
2065,reg484,181480011.1,84279774.52,152576940.9,68297166.37
2070,reg484,181252281.3,82185616.46,152594199.5,70408583.05
2075,reg484,179968416.8,79887771.21,152155509.7,72267738.45
2080,reg484,177754915,77396364.88,151339151.5,73942786.6
2085,reg484,175767541.4,75227988.15,150231427.3,75003439.19
2090,reg484,173168406.7,72954796.74,148889289.3,75934492.58
2095,reg484,170033363.6,70586277.3,147409666.7,76823389.39
2100,reg484,166566500.6,68220256.71,145736832.4,77516575.66
1970,reg496,528385.7543,538700,1278500,739800
1975,reg496,727852.9595,595400,1478900,883500
1980,reg496,998267.2855,683400,1689500,1006100
1985,reg496,1322406.01,813500,1921400,1107900
1990,reg496,1721266.062,965700,2183800,1218100
1995,reg496,1989512.482,1074700,2297800,1223100
2000,reg496,2494026.98,1205500,2397400,1191900
2005,reg496,2820041.61,1382700,2526400,1143700
2010,reg496,3461252.417,1602700,2712100,1109400
2015,reg496,4020357.94,1775600,2976400,1200800
2020,reg496,4340801.764,1859812,3266463,1406651
2025,reg496,4510293.805,1930095.775,3507641.129,1577545.354
2030,reg496,4694062.497,2017875.884,3723835.348,1705959.464
2035,reg496,5070450.061,2187441.898,3933982.387,1746540.489
2040,reg496,5631044.501,2352316.122,4144920.814,1792604.692
2045,reg496,6071439.496,2459768.898,4356305.546,1896536.648
2050,reg496,6439717.761,2537651.572,4561966.941,2024315.369
2055,reg496,6735395.505,2589728.491,4743361.459,2153632.968
2060,reg496,7130174.172,2682283.181,4887427.781,2205144.6
2065,reg496,7641494.671,2821310.623,5004523.063,2183212.441
2070,reg496,8198182.067,2979795.658,5098862.858,2119067.2
2075,reg496,8611257.724,3085254.251,5176542.489,2091288.238
2080,reg496,8749484.329,3089706.552,5244705.682,2154999.13
2085,reg496,8788142.936,3064092.772,5307229.187,2243136.415
2090,reg496,8858651.112,3056160.934,5359907.682,2303746.748
2095,reg496,8910903.275,3046412.091,5398464.598,2352052.507
2100,reg496,8907145.367,3021236.388,5415379.602,2394143.215
1970,reg498,1467708.534,1863000,3594500,1731500
1975,reg498,2121976.065,2070900,3838700,1767800
1980,reg498,2824494.306,2248200,4009800,1761600
1985,reg498,3437080.376,2413800,4214800,1801000
1990,reg498,3976929.454,2443400,4364000,1920600
1995,reg498,4209210.38,2428800,4339300,1910500
2000,reg498,4354214.269,2419800,4200800,1781000
2005,reg498,4164668.722,2558800,4157800,1599000
2010,reg498,5241317.925,2663800,4085400,1421600
2015,reg498,5627536.03,2780200,4066300,1286100
2020,reg498,3778667.695,1915442,3095024,1179582
2025,reg498,3589127.935,1810952.756,3054297.068,1243344.312
2030,reg498,3377080.4,1706386.754,2927232.361,1220845.607
2035,reg498,3300443.991,1669721.624,2798785.999,1129064.375
2040,reg498,3321468.044,1643523.269,2684268.129,1040744.859
2045,reg498,3276208.612,1581485.701,2585159.979,1003674.277
2050,reg498,3130894.29,1477336.974,2495641.606,1018304.632
2055,reg498,2921853.702,1349357.342,2406816.842,1057459.5
2060,reg498,2780086.866,1259597.167,2316864.75,1057267.583
2065,reg498,2729797.117,1216613.739,2230101.525,1013487.786
2070,reg498,2701907.02,1186271.258,2148026.431,961755.1732
2075,reg498,2636638.424,1140244.902,2072085.071,931840.1697
2080,reg498,2522846.113,1074145.039,2002919.298,928774.2585
2085,reg498,2388916.787,1001129.495,1941107.131,939977.6351
2090,reg498,2295031.003,947610.3003,1886434.88,938824.5798
2095,reg498,2239064.386,912041.32,1836936.602,924895.2821
2100,reg498,2194256.195,882488.355,1789553.544,907065.1891
1970,reg499,329792.9316,256100,519000,262900
1975,reg499,431474.6316,286900,554700,267800
1980,reg499,507830.066,315800,580400,264600
1985,reg499,636377.2756,354900,614100,259200
1990,reg499,651870.2011,355100,614600,259500
1995,reg499,712524.5084,365500,619600,254100
2000,reg499,736992.7215,361100,612500,251400
2005,reg499,781718.8949,364900,615600,250700
2010,reg499,822844.6143,375600,618500,242900
2015,reg499,871357.2606,382700,627400,244700
2020,reg499,866418.4995,376066,629890,253824
2025,reg499,880141.6495,380677.3031,648601.8078,267924.5047
2030,reg499,857998.9945,370798.4668,641305.7097,270507.2429
2035,reg499,845347.8243,364949.9007,633950.6989,269000.7982
2040,reg499,851925.0104,359668.1641,627508.2308,267840.0667
2045,reg499,851516.5523,351993.4013,621767.8769,269774.4757
2050,reg499,838891.7517,339878.4774,616505.8946,276627.4173
2055,reg499,826476.2861,328802.0086,611082.7487,282280.7401
2060,reg499,816784.8539,319284.7021,605156.6316,285871.9295
2065,reg499,807543.4361,310874.5833,598598.9098,287724.3265
2070,reg499,798940.224,303260.0356,591415.5059,288155.4704
2075,reg499,787439.663,295024.3839,583666.624,288642.2401
2080,reg499,770138.9613,285054.926,575500.4488,290445.5228
2085,reg499,749767.5546,274419.9155,567208.798,292788.8825
2090,reg499,729686.6846,264288.4267,558834.1541,294545.7274
2095,reg499,712928.164,255876.867,550218.7513,294341.8842
2100,reg499,696812.576,248031.1005,541177.1985,293146.098
1970,reg50,4387692.741,28074500,65048700,36974200
1975,reg50,5133192.404,30338600,71266700,40928100
1980,reg50,6010556.431,33427100,81404200,47977100
1985,reg50,7740782.947,38973200,93078700,54105500
1990,reg50,10203016.51,46373500,106064300,59690800
1995,reg50,13163193.34,54015900,118522000,64506100
2000,reg50,18784572.07,62962100,131375200,68413100
2005,reg50,27913344,72125300,143054900,70929600
2010,reg50,38899922.85,80139700,151767700,71628000
2015,reg50,51331510.99,89541300,161200200,71658900
2020,reg50,54916931.52,94963097,166426993,71463896
2025,reg50,69495412.59,104496496.1,175528011,71031514.89
2030,reg50,84711823.87,112276059.3,183373438.3,71097378.96
2035,reg50,99247119.68,117497591,189547843.8,72050252.81
2040,reg50,114499268.8,121168826.4,194161518.1,72992691.72
2045,reg50,129610617.8,123676385.6,197348857.7,73672472.02
2050,reg50,143462602.9,124196501.7,199283430.5,75086928.84
2055,reg50,154963368.6,122712218.3,200108803.3,77396585
2060,reg50,163604834.8,119622599.9,199771680.6,80149080.6
2065,reg50,169126654.2,115133225.3,198396587.3,83263362.01
2070,reg50,171638433.4,109578666.8,196092233.1,86513566.28
2075,reg50,173135406.3,104561442.2,193032810.8,88471368.57
2080,reg50,174356640,100345354.2,189393580.6,89048226.41
2085,reg50,174002449.7,95881467.91,185262630.3,89381162.36
2090,reg50,172220655.6,91188468.28,180753938.6,89565470.35
2095,reg50,170031064.5,86820518.26,176005062.5,89184544.22
2100,reg50,168303949.1,83107792.45,171297298.9,88189506.43
1970,reg504,573594.4655,6163500,15999900,9836400
1975,reg504,778976.8829,6946800,17803200,10856400
1980,reg504,1131515.14,8275800,20037800,11762000
1985,reg504,1677939.139,9837300,22574800,12737500
1990,reg504,2517953.008,11371200,24927800,13556600
1995,reg504,3395571.262,12857000,27125500,14268500
2000,reg504,4700990.756,14437900,28906300,14468400
2005,reg504,5658637.255,16192100,30531300,14339200
2010,reg504,9602080.749,17995300,32406900,14411600
2015,reg504,13347577.62,19991500,34801900,14810400
2020,reg504,14087587.4,21021331,36488843,15467512
2025,reg504,17350655.28,22119372.41,38408474.49,16289102.08
2030,reg504,20967002.54,23208688.47,40053490.62,16844802.15
2035,reg504,24954011.34,24373789.28,41439919.19,17066129.91
2040,reg504,29192614.24,25254106.51,42542663.7,17288557.2
2045,reg504,33320602.79,25769562.62,43361225.25,17591662.63
2050,reg504,37205532.63,25925127.04,43922501.07,17997374.03
2055,reg504,40692803.88,25872002.48,44278252.12,18406249.64
2060,reg504,43573238.44,25667103.28,44430380.5,18763277.21
2065,reg504,45742223.4,25403500.28,44421747.36,19018247.08
2070,reg504,47343973.97,24996228.47,44247723.8,19251495.33
2075,reg504,48306695.03,24380634.77,43945126.99,19564492.22
2080,reg504,48527325.86,23496325.59,43524693.73,20028368.14
2085,reg504,48498942.19,22616534.42,43034153.25,20417618.83
2090,reg504,48312188.9,21777520.86,42469267.68,20691746.82
2095,reg504,48017584.04,20993397.82,41841874.93,20848477.11
